mission_id,agency,mission_type,launch_date,cost_million_usd,payload_type,destination,status
4039,NASA,Orbital,1990-05-05,4226,Rover,Deep Space,Success
4040,ISRO,Lunar,1975-02-17,3790,Satellite,Mars,Partial Success
4041,NASA,Mars,2007-04-10,1508,Crewed,Moon,Failure
4042,Blue Origin,Lunar,1984-07-19,3318,Scientific Probe,Mars,Failure
4043,ESA,Orbital,1968-02-05,589,Rover,Moon,Success
4044,ESA,Orbital,1997-11-27,1743,Rover,Mars,Failure
4045,NASA,Space Tourism,1972-04-13,3057,Rover,Moon,Partial Success
4046,ESA,Orbital,1998-01-10,4869,Rover,Asteroid Belt,Partial Success
4047,NASA,Orbital,1962-02-09,1473,Space Telescope,Deep Space,Failure
4048,ESA,Lunar,1959-09-20,4287,Satellite,Mars,Success
4049,CNSA,Space Tourism,1993-05-15,3275,Cargo,Mars,Failure
4050,CNSA,Lunar,2001-10-20,1395,Crewed,Moon,Success
4051,CNSA,Orbital,1966-07-15,1034,Satellite,Moon,Partial Success
4052,Virgin Galactic,Asteroid Mining,1962-11-14,1693,Scientific Probe,Mars,Failure
4053,Blue Origin,Lunar,2010-04-13,2990,Satellite,Deep Space,Partial Success
4054,ESA,Orbital,1991-10-18,4689,Crewed,Moon,Success
4055,Roscosmos,Orbital,2010-06-27,1956,Scientific Probe,Low Earth Orbit,Partial Success
4056,ISRO,Mars,2006-02-12,4338,Cargo,Asteroid Belt,Failure
4057,NASA,Asteroid Mining,1983-09-11,4622,Space Telescope,Low Earth Orbit,Success
4058,Virgin Galactic,Orbital,1978-01-01,3726,Satellite,Moon,Success
4059,Roscosmos,Space Tourism,1963-10-01,1131,Scientific Probe,Low Earth Orbit,Success
4060,ISRO,Mars,1974-06-23,796,Space Telescope,Deep Space,Partial Success
4061,Roscosmos,Orbital,2015-07-21,2374,Space Telescope,Mars,Failure
4062,SpaceX,Space Tourism,1977-11-05,2875,Crewed,Low Earth Orbit,Success
4063,ESA,Asteroid Mining,1974-12-25,1988,Cargo,Moon,Success
4064,CNSA,Satellite Deployment,1969-09-15,4500,Cargo,Asteroid Belt,Failure
4065,SpaceX,Asteroid Mining,2003-01-27,2544,Scientific Probe,Mars,Success
4066,Roscosmos,Orbital,2005-12-20,4077,Cargo,Low Earth Orbit,Failure
4067,NASA,Space Tourism,1959-12-05,2546,Cargo,Asteroid Belt,Partial Success
4068,ISRO,Orbital,1996-01-17,1660,Rover,Mars,Success
4069,Virgin Galactic,Satellite Deployment,2020-12-17,422,Cargo,Moon,Failure
4070,ISRO,Lunar,1984-03-04,2846,Cargo,Low Earth Orbit,Success
4071,SpaceX,Deep Space,1970-05-02,1773,Crewed,Low Earth Orbit,Failure
4072,Roscosmos,Asteroid Mining,2018-04-20,4397,Scientific Probe,Mars,Partial Success
4073,Roscosmos,Asteroid Mining,2009-06-25,1059,Cargo,Asteroid Belt,Partial Success
4074,Virgin Galactic,Deep Space,1963-10-16,1560,Crewed,Moon,Success
4075,SpaceX,Space Tourism,1972-09-28,2894,Cargo,Low Earth Orbit,Success
4076,NASA,Deep Space,2017-02-13,3068,Crewed,Mars,Failure
4077,ESA,Orbital,2003-04-10,2349,Crewed,Low Earth Orbit,Failure
4078,SpaceX,Mars,2001-11-26,1532,Cargo,Deep Space,Partial Success
4079,Virgin Galactic,Deep Space,1993-06-07,1878,Scientific Probe,Asteroid Belt,Partial Success
4080,SpaceX,Asteroid Mining,2002-05-23,1978,Space Telescope,Asteroid Belt,Failure
4081,Roscosmos,Satellite Deployment,1981-02-07,777,Rover,Deep Space,Success
4082,NASA,Asteroid Mining,1992-08-28,4956,Satellite,Low Earth Orbit,Success
4083,NASA,Satellite Deployment,2015-09-21,1410,Cargo,Moon,Success
4084,NASA,Mars,1974-03-07,2064,Rover,Mars,Partial Success
4085,CNSA,Deep Space,2008-05-05,1717,Rover,Moon,Failure
4086,Virgin Galactic,Satellite Deployment,2013-11-15,166,Scientific Probe,Mars,Success
4087,CNSA,Deep Space,2012-02-28,1406,Satellite,Mars,Partial Success
4088,SpaceX,Asteroid Mining,1974-04-10,2251,Crewed,Mars,Failure
4089,ISRO,Orbital,1976-08-07,2354,Space Telescope,Asteroid Belt,Partial Success
4090,Roscosmos,Deep Space,1985-09-17,3399,Satellite,Asteroid Belt,Success
4091,Virgin Galactic,Mars,2002-01-21,350,Scientific Probe,Moon,Success
4092,Virgin Galactic,Asteroid Mining,1960-10-21,1242,Crewed,Mars,Failure
4093,Roscosmos,Lunar,1995-12-06,2946,Rover,Asteroid Belt,Failure
4094,CNSA,Orbital,2022-06-25,280,Satellite,Low Earth Orbit,Failure
4095,NASA,Deep Space,1991-09-10,404,Cargo,Deep Space,Partial Success
4096,CNSA,Space Tourism,1991-07-19,502,Crewed,Asteroid Belt,Failure
4097,Virgin Galactic,Orbital,1999-04-03,4927,Cargo,Asteroid Belt,Failure
4098,ESA,Deep Space,1962-02-09,3599,Rover,Mars,Success
4099,Roscosmos,Satellite Deployment,2020-07-24,1160,Cargo,Moon,Failure
4100,Blue Origin,Orbital,2002-08-28,2270,Space Telescope,Asteroid Belt,Success
4101,Roscosmos,Space Tourism,1967-07-01,457,Crewed,Moon,Partial Success
4102,NASA,Lunar,2023-02-15,521,Crewed,Mars,Failure
4103,NASA,Lunar,1957-02-28,3321,Rover,Moon,Failure
4104,Blue Origin,Satellite Deployment,1964-09-16,516,Rover,Moon,Success
4105,Blue Origin,Space Tourism,1997-12-23,74,Rover,Mars,Success
4106,SpaceX,Mars,1987-05-14,2085,Satellite,Low Earth Orbit,Failure
4107,Blue Origin,Lunar,1973-10-17,1767,Scientific Probe,Asteroid Belt,Failure
4108,ESA,Asteroid Mining,1978-08-26,1760,Satellite,Low Earth Orbit,Failure
4109,CNSA,Asteroid Mining,1998-10-19,3885,Rover,Mars,Failure
4110,Virgin Galactic,Deep Space,1994-07-16,1582,Crewed,Moon,Success
4111,Virgin Galactic,Mars,1970-08-25,609,Rover,Asteroid Belt,Success
4112,Blue Origin,Mars,1969-06-24,2853,Rover,Low Earth Orbit,Partial Success
4113,ISRO,Deep Space,1963-08-03,2636,Space Telescope,Moon,Success
4114,CNSA,Space Tourism,1996-10-15,2195,Cargo,Asteroid Belt,Failure
4115,ISRO,Deep Space,1968-05-01,4470,Scientific Probe,Deep Space,Partial Success
4116,ESA,Deep Space,1997-05-12,4900,Cargo,Moon,Success
4117,ISRO,Orbital,2014-08-05,3184,Cargo,Mars,Failure
4118,CNSA,Deep Space,1965-05-04,3840,Space Telescope,Deep Space,Success
4119,Blue Origin,Deep Space,1970-03-11,2044,Space Telescope,Asteroid Belt,Failure
4120,Virgin Galactic,Deep Space,1984-05-15,2861,Scientific Probe,Mars,Failure
4121,ISRO,Asteroid Mining,1998-01-04,652,Space Telescope,Asteroid Belt,Failure
4122,ESA,Mars,2019-05-23,1906,Rover,Asteroid Belt,Partial Success
4123,Blue Origin,Orbital,1960-09-04,3611,Crewed,Deep Space,Partial Success
4124,ESA,Satellite Deployment,2005-04-12,3636,Satellite,Low Earth Orbit,Partial Success
4125,Roscosmos,Lunar,1962-09-14,4012,Scientific Probe,Asteroid Belt,Failure
4126,SpaceX,Satellite Deployment,1982-01-22,3713,Satellite,Deep Space,Failure
4127,ISRO,Deep Space,1964-04-08,3016,Crewed,Moon,Failure
4128,Roscosmos,Deep Space,1982-03-01,4177,Scientific Probe,Mars,Partial Success
4129,SpaceX,Asteroid Mining,2007-07-15,1175,Satellite,Moon,Failure
4130,ESA,Asteroid Mining,1987-02-24,2788,Space Telescope,Deep Space,Partial Success
4131,SpaceX,Space Tourism,2024-09-01,3536,Rover,Mars,Partial Success
4132,Virgin Galactic,Orbital,1973-01-24,1562,Scientific Probe,Moon,Failure
4133,NASA,Satellite Deployment,2004-05-09,365,Scientific Probe,Deep Space,Failure
4134,Virgin Galactic,Orbital,2024-05-03,1780,Cargo,Low Earth Orbit,Partial Success
4135,ESA,Orbital,2021-12-18,2603,Rover,Deep Space,Partial Success
4136,ESA,Orbital,1972-01-21,4693,Crewed,Asteroid Belt,Success
4137,ESA,Satellite Deployment,1979-03-03,106,Rover,Moon,Partial Success
4138,CNSA,Mars,1967-05-27,1100,Crewed,Moon,Success
4139,ISRO,Deep Space,2001-05-04,3618,Cargo,Asteroid Belt,Partial Success
4140,ESA,Asteroid Mining,2005-06-06,4984,Rover,Low Earth Orbit,Success
4141,Blue Origin,Satellite Deployment,1994-01-10,1144,Satellite,Low Earth Orbit,Success
4142,ISRO,Satellite Deployment,1964-05-09,3547,Satellite,Asteroid Belt,Partial Success
4143,CNSA,Orbital,1967-04-06,4596,Scientific Probe,Low Earth Orbit,Failure
4144,SpaceX,Asteroid Mining,1998-04-03,3537,Rover,Moon,Failure
4145,Blue Origin,Orbital,1981-01-24,1041,Scientific Probe,Asteroid Belt,Success
4146,ESA,Orbital,1965-12-01,1299,Satellite,Deep Space,Success
4147,ESA,Space Tourism,1989-03-05,1097,Cargo,Low Earth Orbit,Success
4148,Virgin Galactic,Asteroid Mining,1959-03-27,2751,Satellite,Moon,Partial Success
4149,SpaceX,Deep Space,1959-05-06,4270,Scientific Probe,Mars,Success
4150,Virgin Galactic,Mars,1984-04-22,2734,Scientific Probe,Mars,Success
4151,NASA,Mars,2019-02-02,3544,Cargo,Mars,Partial Success
4152,ESA,Space Tourism,1999-05-21,4977,Crewed,Moon,Success
4153,ISRO,Orbital,2019-07-22,1926,Cargo,Asteroid Belt,Success
4154,Roscosmos,Satellite Deployment,2019-10-25,4316,Rover,Asteroid Belt,Partial Success
4155,CNSA,Lunar,1996-04-08,3196,Satellite,Asteroid Belt,Failure
4156,CNSA,Deep Space,1979-07-08,1639,Crewed,Low Earth Orbit,Partial Success
4157,ISRO,Space Tourism,1976-10-14,237,Space Telescope,Mars,Failure
4158,Roscosmos,Lunar,2020-05-07,61,Cargo,Low Earth Orbit,Partial Success
4159,NASA,Mars,1957-08-10,4347,Satellite,Moon,Partial Success
4160,NASA,Mars,1972-11-04,4689,Satellite,Deep Space,Partial Success
4161,Blue Origin,Satellite Deployment,1980-06-26,432,Satellite,Moon,Partial Success
4162,Blue Origin,Asteroid Mining,2015-01-06,1594,Crewed,Mars,Success
4163,NASA,Orbital,2018-01-12,1460,Space Telescope,Mars,Failure
4164,CNSA,Deep Space,1999-08-08,2204,Cargo,Deep Space,Failure
4165,Roscosmos,Asteroid Mining,1991-12-10,2846,Cargo,Asteroid Belt,Success
4166,Virgin Galactic,Mars,1999-09-09,1993,Space Telescope,Asteroid Belt,Failure
4167,ESA,Lunar,1961-11-25,3874,Scientific Probe,Mars,Partial Success
4168,ESA,Mars,1978-04-05,758,Cargo,Low Earth Orbit,Success
4169,Blue Origin,Deep Space,1975-10-03,107,Crewed,Deep Space,Failure
4170,SpaceX,Asteroid Mining,1975-02-06,3925,Rover,Mars,Partial Success
4171,ISRO,Deep Space,2012-10-10,4562,Crewed,Asteroid Belt,Success
4172,Roscosmos,Lunar,2009-06-08,4591,Crewed,Moon,Success
4173,Roscosmos,Orbital,1999-07-09,989,Crewed,Mars,Partial Success
4174,NASA,Satellite Deployment,2013-08-06,4938,Satellite,Low Earth Orbit,Success
4175,Virgin Galactic,Asteroid Mining,1988-11-09,319,Satellite,Mars,Success
4176,ESA,Asteroid Mining,2002-04-26,2377,Satellite,Moon,Partial Success
4177,CNSA,Mars,2023-08-20,340,Cargo,Moon,Failure
4178,ISRO,Orbital,1971-06-08,1009,Rover,Mars,Failure
4179,Blue Origin,Deep Space,2006-06-01,3468,Satellite,Deep Space,Success
4180,ESA,Orbital,2008-07-18,3725,Satellite,Deep Space,Partial Success
4181,ESA,Space Tourism,1958-11-13,3408,Crewed,Mars,Partial Success
4182,NASA,Satellite Deployment,2017-12-16,4291,Crewed,Low Earth Orbit,Success
4183,NASA,Space Tourism,2003-01-20,4121,Scientific Probe,Low Earth Orbit,Failure
4184,CNSA,Orbital,1999-02-06,326,Crewed,Asteroid Belt,Failure
4185,Roscosmos,Space Tourism,1999-06-12,3165,Space Telescope,Deep Space,Success
4186,ISRO,Mars,2007-10-26,2413,Rover,Low Earth Orbit,Failure
4187,ISRO,Lunar,2019-11-15,4144,Scientific Probe,Deep Space,Partial Success
4188,Roscosmos,Mars,1969-09-14,3608,Space Telescope,Moon,Failure
4189,Virgin Galactic,Satellite Deployment,2001-05-15,1956,Cargo,Deep Space,Failure
4190,SpaceX,Mars,2005-12-27,4043,Rover,Low Earth Orbit,Failure
4191,ESA,Mars,1959-09-08,4048,Crewed,Mars,Partial Success
4192,ISRO,Asteroid Mining,2023-12-19,2826,Scientific Probe,Deep Space,Failure
4193,ISRO,Mars,1973-01-26,2508,Rover,Low Earth Orbit,Success
4194,ISRO,Orbital,2009-03-20,514,Rover,Mars,Success
4195,Virgin Galactic,Deep Space,1960-07-22,3679,Cargo,Mars,Partial Success
4196,CNSA,Deep Space,1991-09-03,4587,Rover,Low Earth Orbit,Success
4197,CNSA,Deep Space,1968-10-08,2698,Space Telescope,Deep Space,Success
4198,Virgin Galactic,Deep Space,1961-05-02,2275,Satellite,Moon,Failure
4199,CNSA,Lunar,1968-04-10,2698,Satellite,Low Earth Orbit,Success
4200,CNSA,Satellite Deployment,1982-11-20,2731,Space Telescope,Mars,Partial Success
4201,Blue Origin,Space Tourism,2004-10-20,4428,Cargo,Moon,Partial Success
4202,NASA,Deep Space,1998-08-22,2921,Satellite,Moon,Success
4203,Blue Origin,Orbital,1964-02-21,3686,Scientific Probe,Deep Space,Success
4204,CNSA,Orbital,1987-07-20,3421,Cargo,Low Earth Orbit,Partial Success
4205,SpaceX,Deep Space,1978-09-12,1699,Crewed,Asteroid Belt,Success
4206,SpaceX,Deep Space,1979-02-06,4823,Cargo,Mars,Success
4207,NASA,Asteroid Mining,1998-12-14,366,Space Telescope,Deep Space,Failure
4208,CNSA,Orbital,1983-02-01,4636,Scientific Probe,Moon,Success
4209,Roscosmos,Deep Space,1994-08-22,201,Cargo,Deep Space,Failure
4210,CNSA,Space Tourism,2019-07-22,326,Space Telescope,Moon,Partial Success
4211,CNSA,Deep Space,2007-05-22,3305,Space Telescope,Low Earth Orbit,Partial Success
4212,Blue Origin,Asteroid Mining,1996-07-22,4665,Satellite,Low Earth Orbit,Partial Success
4213,NASA,Orbital,1998-09-22,3464,Cargo,Low Earth Orbit,Success
4214,ESA,Lunar,1992-07-16,295,Scientific Probe,Asteroid Belt,Partial Success
4215,ISRO,Orbital,1965-07-21,2135,Cargo,Mars,Failure
4216,CNSA,Space Tourism,1971-10-24,4482,Rover,Asteroid Belt,Partial Success
4217,ESA,Orbital,2024-08-11,3680,Scientific Probe,Asteroid Belt,Partial Success
4218,CNSA,Space Tourism,2014-11-13,3052,Scientific Probe,Low Earth Orbit,Failure
4219,SpaceX,Asteroid Mining,1959-09-09,3682,Satellite,Deep Space,Success
4220,SpaceX,Space Tourism,1959-11-23,4461,Crewed,Asteroid Belt,Failure
4221,Roscosmos,Lunar,2003-08-25,1166,Crewed,Mars,Failure
4222,Blue Origin,Satellite Deployment,2000-03-03,2410,Rover,Deep Space,Partial Success
4223,NASA,Satellite Deployment,1965-10-20,4569,Crewed,Moon,Partial Success
4224,Roscosmos,Mars,2014-05-04,3190,Crewed,Moon,Success
4225,CNSA,Lunar,1997-01-07,2527,Space Telescope,Deep Space,Failure
4226,Virgin Galactic,Asteroid Mining,1965-08-20,2580,Space Telescope,Mars,Failure
4227,CNSA,Space Tourism,2001-02-27,1883,Space Telescope,Asteroid Belt,Failure
4228,Roscosmos,Asteroid Mining,1969-07-02,1267,Satellite,Low Earth Orbit,Partial Success
4229,Virgin Galactic,Asteroid Mining,1989-09-24,3477,Space Telescope,Moon,Partial Success
4230,NASA,Deep Space,1979-07-14,158,Cargo,Mars,Success
4231,Blue Origin,Space Tourism,1977-07-15,1346,Scientific Probe,Low Earth Orbit,Partial Success
4232,NASA,Lunar,2002-09-23,639,Cargo,Mars,Success
4233,Roscosmos,Mars,1989-07-05,382,Crewed,Deep Space,Partial Success
4234,CNSA,Lunar,1999-08-15,2383,Cargo,Moon,Success
4235,ESA,Mars,1978-10-03,4706,Crewed,Mars,Success
4236,ISRO,Satellite Deployment,1999-02-11,1324,Cargo,Asteroid Belt,Partial Success
4237,Blue Origin,Satellite Deployment,1988-03-10,2615,Rover,Low Earth Orbit,Failure
4238,CNSA,Orbital,1966-04-01,736,Rover,Mars,Success
4239,ISRO,Space Tourism,1991-06-13,1756,Satellite,Moon,Failure
4240,ISRO,Orbital,1972-06-06,2081,Crewed,Moon,Success
4241,NASA,Space Tourism,1958-07-04,1781,Cargo,Asteroid Belt,Success
4242,SpaceX,Space Tourism,2023-07-23,2877,Space Telescope,Asteroid Belt,Success
4243,CNSA,Space Tourism,1969-05-06,1857,Space Telescope,Moon,Failure
4244,Virgin Galactic,Satellite Deployment,1973-06-14,1533,Cargo,Low Earth Orbit,Success
4245,Blue Origin,Space Tourism,1957-03-02,4560,Cargo,Low Earth Orbit,Partial Success
4246,Roscosmos,Deep Space,1983-04-13,1290,Cargo,Low Earth Orbit,Partial Success
4247,ESA,Mars,1957-04-03,1331,Space Telescope,Asteroid Belt,Success
4248,SpaceX,Satellite Deployment,1957-05-09,2278,Satellite,Moon,Failure
4249,SpaceX,Orbital,2007-05-02,1975,Scientific Probe,Mars,Partial Success
4250,CNSA,Space Tourism,2017-02-13,2825,Cargo,Moon,Partial Success
4251,Blue Origin,Deep Space,1993-08-11,3232,Crewed,Asteroid Belt,Success
4252,SpaceX,Space Tourism,1957-12-27,3827,Satellite,Moon,Success
4253,CNSA,Deep Space,1980-04-17,4867,Cargo,Low Earth Orbit,Failure
4254,Virgin Galactic,Orbital,1987-02-20,1016,Satellite,Deep Space,Success
4255,NASA,Orbital,2014-12-13,4903,Crewed,Low Earth Orbit,Failure
4256,SpaceX,Space Tourism,1970-11-02,1262,Cargo,Mars,Partial Success
4257,ISRO,Asteroid Mining,2003-06-25,3361,Rover,Moon,Failure
4258,CNSA,Deep Space,1970-01-20,1509,Rover,Moon,Success
4259,Roscosmos,Asteroid Mining,2016-09-03,4111,Space Telescope,Asteroid Belt,Success
4260,Blue Origin,Lunar,1957-01-24,3264,Crewed,Deep Space,Partial Success
4261,Virgin Galactic,Lunar,2019-02-19,3083,Satellite,Mars,Success
4262,ESA,Asteroid Mining,1969-04-16,3790,Satellite,Low Earth Orbit,Failure
4263,NASA,Space Tourism,2017-07-23,2866,Scientific Probe,Mars,Partial Success
4264,ESA,Asteroid Mining,1972-01-09,1357,Crewed,Deep Space,Failure
4265,NASA,Space Tourism,2024-03-09,2468,Rover,Deep Space,Success
4266,ESA,Space Tourism,1993-05-18,1967,Crewed,Asteroid Belt,Partial Success
4267,ESA,Lunar,1988-01-28,2201,Crewed,Low Earth Orbit,Failure
4268,SpaceX,Space Tourism,1993-12-25,3236,Scientific Probe,Asteroid Belt,Success
4269,ISRO,Satellite Deployment,1977-09-05,3344,Satellite,Low Earth Orbit,Partial Success
4270,CNSA,Satellite Deployment,1992-02-13,4393,Satellite,Mars,Success
4271,NASA,Satellite Deployment,2010-01-05,2751,Cargo,Asteroid Belt,Partial Success
4272,SpaceX,Deep Space,1984-12-02,1811,Space Telescope,Asteroid Belt,Partial Success
4273,ISRO,Lunar,1972-02-24,3755,Cargo,Mars,Partial Success
4274,NASA,Satellite Deployment,2010-01-26,1823,Scientific Probe,Asteroid Belt,Failure
4275,SpaceX,Orbital,1961-05-28,3393,Scientific Probe,Deep Space,Success
4276,NASA,Asteroid Mining,2001-04-21,406,Scientific Probe,Moon,Failure
4277,Blue Origin,Asteroid Mining,1965-01-01,60,Cargo,Deep Space,Success
4278,Roscosmos,Space Tourism,1995-12-13,152,Scientific Probe,Low Earth Orbit,Success
4279,ESA,Asteroid Mining,1979-09-17,4709,Crewed,Asteroid Belt,Failure
4280,ISRO,Orbital,1972-05-21,4283,Rover,Low Earth Orbit,Failure
4281,SpaceX,Satellite Deployment,1963-11-21,2890,Rover,Moon,Partial Success
4282,ISRO,Satellite Deployment,1989-02-02,3984,Crewed,Low Earth Orbit,Success
4283,ESA,Orbital,1978-07-10,3077,Scientific Probe,Asteroid Belt,Failure
4284,Virgin Galactic,Deep Space,1970-05-06,3773,Crewed,Mars,Success
4285,CNSA,Orbital,1984-08-02,1211,Crewed,Low Earth Orbit,Failure
4286,Roscosmos,Asteroid Mining,2015-11-27,3694,Cargo,Deep Space,Failure
4287,Blue Origin,Deep Space,1981-04-13,2325,Cargo,Deep Space,Partial Success
4288,Roscosmos,Orbital,2011-08-08,3037,Rover,Mars,Failure
4289,CNSA,Space Tourism,1988-04-16,2374,Scientific Probe,Low Earth Orbit,Partial Success
4290,SpaceX,Mars,1959-05-25,4199,Cargo,Moon,Success
4291,Roscosmos,Orbital,1981-09-23,1627,Space Telescope,Deep Space,Failure
4292,Roscosmos,Satellite Deployment,2001-04-27,641,Space Telescope,Low Earth Orbit,Failure
4293,Roscosmos,Orbital,1972-08-03,1891,Scientific Probe,Low Earth Orbit,Failure
4294,NASA,Orbital,1962-11-08,2685,Satellite,Asteroid Belt,Partial Success
4295,Virgin Galactic,Asteroid Mining,1980-12-17,3595,Space Telescope,Asteroid Belt,Failure
4296,ISRO,Orbital,1971-10-22,651,Space Telescope,Mars,Success
4297,SpaceX,Asteroid Mining,1958-10-01,1588,Rover,Mars,Partial Success
4298,NASA,Deep Space,1986-12-26,4594,Rover,Moon,Partial Success
4299,Blue Origin,Orbital,1972-03-20,3075,Cargo,Mars,Success
4300,Roscosmos,Orbital,1994-01-03,3911,Crewed,Deep Space,Success
4301,SpaceX,Space Tourism,1988-06-22,3277,Scientific Probe,Moon,Failure
4302,NASA,Deep Space,2002-03-24,2998,Cargo,Mars,Failure
4303,Blue Origin,Lunar,1973-07-05,3609,Cargo,Low Earth Orbit,Success
4304,ISRO,Mars,2021-06-27,3896,Scientific Probe,Asteroid Belt,Failure
4305,Roscosmos,Mars,2013-07-26,387,Scientific Probe,Asteroid Belt,Partial Success
4306,Roscosmos,Satellite Deployment,2018-12-12,2432,Scientific Probe,Asteroid Belt,Partial Success
4307,ISRO,Mars,1962-08-28,964,Rover,Low Earth Orbit,Partial Success
4308,Blue Origin,Lunar,1996-05-24,2430,Space Telescope,Mars,Success
4309,ISRO,Orbital,2022-05-03,3718,Satellite,Asteroid Belt,Partial Success
4310,CNSA,Mars,2014-04-13,120,Rover,Asteroid Belt,Partial Success
4311,ESA,Mars,1965-01-27,4124,Satellite,Deep Space,Success
4312,ISRO,Asteroid Mining,1981-11-08,1468,Cargo,Asteroid Belt,Partial Success
4313,ISRO,Orbital,1977-08-22,988,Space Telescope,Moon,Failure
4314,Blue Origin,Mars,2004-09-24,1051,Satellite,Low Earth Orbit,Partial Success
4315,Blue Origin,Satellite Deployment,1974-12-12,3997,Space Telescope,Moon,Failure
4316,SpaceX,Satellite Deployment,1995-07-24,2373,Satellite,Mars,Success
4317,Roscosmos,Orbital,1998-02-04,3253,Satellite,Deep Space,Partial Success
4318,NASA,Asteroid Mining,2023-10-14,1523,Cargo,Deep Space,Partial Success
4319,Roscosmos,Orbital,1966-03-06,4801,Rover,Deep Space,Partial Success
4320,ISRO,Deep Space,1999-12-02,2221,Space Telescope,Deep Space,Success
4321,Blue Origin,Space Tourism,1984-05-09,249,Scientific Probe,Mars,Success
4322,Virgin Galactic,Deep Space,2007-08-03,1569,Space Telescope,Moon,Success
4323,SpaceX,Lunar,2023-06-13,1962,Satellite,Moon,Partial Success
4324,Virgin Galactic,Mars,2000-05-10,105,Crewed,Moon,Failure
4325,Blue Origin,Orbital,2018-02-22,1749,Space Telescope,Moon,Failure
4326,CNSA,Lunar,1959-11-24,1466,Rover,Low Earth Orbit,Failure
4327,ESA,Mars,1974-06-06,3576,Space Telescope,Asteroid Belt,Success
4328,NASA,Orbital,1965-01-27,353,Scientific Probe,Mars,Partial Success
4329,ESA,Orbital,2011-06-16,1974,Rover,Mars,Failure
4330,ESA,Satellite Deployment,2018-08-12,1714,Scientific Probe,Low Earth Orbit,Partial Success
4331,ESA,Lunar,1961-01-21,3442,Cargo,Moon,Failure
4332,NASA,Deep Space,1959-02-05,1718,Space Telescope,Asteroid Belt,Success
4333,ISRO,Satellite Deployment,2007-03-03,2617,Rover,Mars,Success
4334,ESA,Deep Space,2022-01-23,4807,Crewed,Moon,Failure
4335,CNSA,Lunar,1998-05-06,569,Scientific Probe,Deep Space,Success
4336,SpaceX,Lunar,2021-06-25,4651,Satellite,Moon,Partial Success
4337,SpaceX,Lunar,1998-02-21,3731,Crewed,Mars,Failure
4338,SpaceX,Lunar,1985-12-03,1610,Satellite,Low Earth Orbit,Success
4339,Roscosmos,Orbital,1991-06-13,2491,Space Telescope,Mars,Success
4340,Roscosmos,Satellite Deployment,1998-09-26,422,Crewed,Mars,Success
4341,CNSA,Asteroid Mining,1999-11-04,1096,Scientific Probe,Asteroid Belt,Partial Success
4342,ISRO,Mars,2010-07-19,535,Cargo,Mars,Partial Success
4343,ESA,Satellite Deployment,1999-12-15,3671,Cargo,Moon,Success
4344,NASA,Asteroid Mining,1960-02-23,3514,Satellite,Deep Space,Partial Success
4345,ISRO,Asteroid Mining,1974-10-24,2653,Satellite,Mars,Success
4346,Blue Origin,Asteroid Mining,1998-07-24,3706,Rover,Deep Space,Failure
4347,SpaceX,Lunar,1987-03-18,1765,Rover,Low Earth Orbit,Partial Success
4348,SpaceX,Space Tourism,1971-01-14,1353,Crewed,Asteroid Belt,Partial Success
4349,Virgin Galactic,Deep Space,1971-12-19,4533,Scientific Probe,Asteroid Belt,Failure
4350,Blue Origin,Mars,1966-11-23,1725,Scientific Probe,Moon,Success
4351,Roscosmos,Space Tourism,2003-03-01,1091,Cargo,Deep Space,Partial Success
4352,ISRO,Lunar,1979-11-13,125,Satellite,Low Earth Orbit,Failure
4353,Virgin Galactic,Lunar,1989-08-22,3119,Space Telescope,Low Earth Orbit,Failure
4354,ESA,Deep Space,2015-01-28,1615,Satellite,Deep Space,Success
4355,ISRO,Orbital,1966-12-04,3914,Rover,Mars,Failure
4356,SpaceX,Space Tourism,2015-05-13,1465,Cargo,Mars,Success
4357,NASA,Asteroid Mining,2018-06-15,97,Scientific Probe,Low Earth Orbit,Partial Success
4358,CNSA,Lunar,1992-02-12,1971,Crewed,Moon,Success
4359,Virgin Galactic,Orbital,1980-01-12,4236,Satellite,Deep Space,Partial Success
4360,Virgin Galactic,Lunar,1969-04-27,407,Satellite,Low Earth Orbit,Partial Success
4361,Roscosmos,Asteroid Mining,1967-11-26,1389,Space Telescope,Low Earth Orbit,Failure
4362,Roscosmos,Lunar,2012-12-23,1583,Scientific Probe,Mars,Failure
4363,Blue Origin,Lunar,1995-05-17,2365,Rover,Low Earth Orbit,Success
4364,Virgin Galactic,Deep Space,1995-11-19,4137,Rover,Deep Space,Success
4365,ESA,Deep Space,1981-03-09,1276,Scientific Probe,Mars,Success
4366,Blue Origin,Space Tourism,1957-04-19,3611,Cargo,Deep Space,Success
4367,ISRO,Lunar,2008-12-13,813,Scientific Probe,Deep Space,Success
4368,ISRO,Lunar,2004-08-27,2989,Cargo,Moon,Partial Success
4369,ISRO,Space Tourism,1971-01-04,609,Rover,Mars,Failure
4370,SpaceX,Orbital,2005-03-18,1838,Satellite,Low Earth Orbit,Failure
4371,Roscosmos,Deep Space,1962-10-22,944,Rover,Moon,Partial Success
4372,Blue Origin,Mars,2002-01-04,3678,Cargo,Mars,Failure
4373,Blue Origin,Lunar,1983-05-12,846,Crewed,Asteroid Belt,Partial Success
4374,CNSA,Space Tourism,2011-06-02,935,Crewed,Asteroid Belt,Success
4375,ISRO,Space Tourism,1993-11-10,1941,Rover,Mars,Partial Success
